location,size,total_sqft,bath,balcony,age,price
"Lakshminarayanapura, Electronic City Phase 2",4,2000,4,1,5.915846068,75.5
Vijayanagar,3,1500,3,2,5.915846068,75.5
Thanisandra,3,1588,3,1,5.915846068,75.55
Srinivasa Nagar,3,1200,2,2,5.916199392,75.6
Hennur Road,2,1341,2,1,5.916199392,75.76
Hoodi,3,1512,3,2,5.916199392,75.77
Yeshwanthpur,2,1185,2,2,5.916766686,75.84
Thanisandra,3,1437 - 1629,3,0,5.916766686,75.885
Bhoganhalli,2,1444,2,1,5.916766686,75.97
Bhoganhalli,2,1447,2,1,5.916946406,75.97
Bhoganhalli,2,1447,2,1,5.916946406,75.97
Bhoganhalli,2,1447,2,1,5.916946406,75.97
Bhoganhalli,2,1447,2,1,5.91722707,75.97
Bhoganhalli,2,1444,2,1,5.91722707,75.97
Bhoganhalli,2,1447,2,1,5.91722707,75.97
Hennur Road,3,1550 - 1590,3,0,5.917457589,75.99
Kalena Agrahara,2,1325,2,2,5.917457589,76
Bellandur,2,1250,2,1,5.917457589,76
Kothanur,3,1580,3,3,5.917745334,76
Mylasandra,6,900,7,,5.917745334,76
"Varthur Road, ",3,1595,3,2,5.917745334,76
Sarjapur,3,1574Sq. Yards,3,1,5.91817109,76
Harlur,2,1174,2,1,5.91817109,76
Laxmi Sagar Layout,2,1140,2,1,5.91817109,76
Jakkur,2,1230,2,1,5.918210783,76
Vasantha Vallabha Nagar,3,1600,3,2,5.918210783,76
Sarjapur  Road,2,1280,2,1,5.918210783,76
Akshayanagara East,2,1210,2,1,5.918998289,76
"Off Sarjapur Road, ",3,1518,3,2,5.918998289,76
Bannerghatta Road,3,1465,2,1,5.918998289,76
Ramamurthy Nagar,2,1200,2,1,5.919090479,76
Whitefield,2,1355,3,3,5.919090479,76
D Group Employees Layout,5,600,4,3,5.919090479,76
Maithri Layout,3,1540,3,3,5.919583739,76
Mahadevpura,3,1620,2,1,5.919583739,76
Akshya Nagar,2,1200,2,1,5.919583739,76
Subramanyapura,3,1260,2,2,5.921279707,76
Sanjay nagar,3,1200,2,1,5.921279707,76
 Devarachikkanahalli,3,1417,2,2,5.921279707,76
Marathahalli,3,1605,3,2,5.921329615,76
Rayasandra,4,1708,3,1,5.921329615,76
Somasundara Palya,2,1186,2,1,5.921329615,76
Hulimavu,2,1276,2,2,5.921361447,76
Ramagondanahalli,3,1738,2,3,5.921361447,76
Uttarahalli,3,1460,3,3,5.921361447,76
7th Phase JP Nagar,3,1515,2,1,5.921443805,76
Hulimavu,2,1021,2,1,5.921443805,76
Ambalipura,2,1700,2,2,5.921443805,76
TC Palaya,3,2000,3,1,5.922170782,76
Kothanur,3,1581,3,3,5.922170782,76
Hoodi,2,1447,3,2,5.922170782,76
Harlur,2,1197,2,1,5.922774742,76
Thyagraj Nagar,2,660,2,0,5.922774742,76
"Sarjapur Road, ",2,1275,2,1,5.922774742,76
Panathur,2,1343,2,1,5.922854638,76
Kothanur,3,1581,3,3,5.922854638,76
Whitefield,2,1346,2,1,5.922854638,76.01
Thanisandra,3,2172,3,2,5.923312449,76.02
Kothanur,3,1583,3,3,5.923312449,76.1
Sarjapur,3,1200,3,2,5.923312449,76.13
Budigere,3,1510 - 1670,3,0,5.923666481,76.16
Yeshwanthpur,3,1382,2,2,5.923666481,76.18
Yeshwanthpur,3,1385,2,2,5.923666481,76.18
Yeshwanthpur,3,1381,2,2,5.92390639,76.18
Bannerghatta Road,3,1365,3,1,5.92390639,76.18
Yeshwanthpur,3,1384,2,2,5.92390639,76.18
Yeshwanthpur,3,1383,2,2,5.923908294,76.18
Sarakki Nagar,2,924,2,2,5.923908294,76.23
Yelahanka,3,1517,3,2,5.923908294,76.3
Mallasandra,3,1100,2,3,5.924127417,76.3
Old Madras Road,3,1530,3,2,5.924127417,76.34
Kathriguppe,3,1390,2,2,5.924127417,76.45
Jalahalli,2,1045,2,2,5.924392329,76.77
Jalahalli,2,1045,2,1,5.924392329,76.77
Kanakpura Road,2,1366,3,1,5.924392329,76.85
Harlur,2,1508,2,1,5.925172881,77
Jalahalli,3,1400,3,0,5.925172881,77
Teachers Colony,3,1350,3,0,5.925172881,77
Jakkur,2,1279,2,1,5.926383868,77
Kathriguppe,3,1400,2,2,5.926383868,77
Panathur,2,1198,2,1,5.926383868,77
Hormavu,2,1050,2,1,5.92708658,77
Malleshpalya,3,1405,2,2,5.92708658,77
P Krishnappa Layout,3,1340,3,3,5.92708658,77
Bommenahalli,3,832,3,1,5.927821456,77
Choodasandra,3,1530,3,2,5.927821456,77
Whitefield,2,1340,2,1,5.927821456,77
Sarjapur  Road,2,1150,2,2,5.928483443,77
Tala Cauvery Layout,2,1340,2,3,5.928483443,77
"Whitefield, ",3,1745,3,2,5.928483443,77
Ambalipura,2,1351,2,1,5.928585443,77
Kothanur,3,1820,3,3,5.928585443,77
Whitefield,2,1255,2,3,5.928585443,77
Whitefield,2,1173,2,1,5.929289023,77
Panathur,2,1210,2,1,5.929289023,77
Banashankari,2,1330,2,2,5.929289023,77
Amruthahalli,3,1700,3,2,5.930005938,77
7th Phase JP Nagar,2,1050,2,1,5.930005938,77
Kurubarahalli,4,600,4,0,5.930005938,77
Old Madras Road,2,1210,2,1,5.930012207,77
7th Phase JP Nagar,3,2000,3,2,5.930012207,77
Nagarbhavi,4,600,3,0,5.930012207,77
Whitefield,2,1180,2,1,5.930501633,77
Haralur Road,2,1225,2,1,5.930501633,77
Harlur,2,1197,2,1,5.930501633,77
Whitefield,2,1277,2,1,5.930549621,77
Hennur Road,3,1305,2,1,5.930549621,77
Yelahanka,2,1315,2,3,5.930549621,77
Anantapura,3,1600,3,2,5.931749143,77
Sai Gardens,3,1686,3,3,5.931749143,77
Reliaable Tranquil Layout,3,1508,3,1,5.931749143,77
Canara Bank Colony,3,1250,2,1,5.93277452,77.13
Banashankari stage 2,2,1030,2,1,5.93277452,77.25
Thanisandra,2,1183,2,1,5.93277452,77.25
Banashankari 2 nd Stage,3,1030,2,2,5.933498536,77.25
ITI Layout,2,1333,2,2,5.933498536,77.27
B Narayanapura,3,1765,3,2,5.933498536,77.27
Thanisandra,2,1183,2,1,5.933625869,77.3
Kasavanhalli,3,1450,3,,5.933625869,77.41
7th Phase JP Nagar,2,980,2,1,5.933625869,77.44
7th Phase JP Nagar,2,1050,2,1,5.93523864,77.47
RK Layout 2nd Stage,3,1150,2,2,5.93523864,77.5
Harlur,3,1414,3,2,5.93523864,77.5
Kothnur Narayanapura,2,1290,1,0,5.935261391,77.5
Electronic City,3,1500,2,1,5.935261391,77.5
Devanahalli,3,1466,3,3,5.935261391,77.59
Hosa Road,2,1360,2,1,5.935643939,77.61
Sarjapur  Road,2,1233,2,2,5.935643939,77.65
Hebbal,3,1255,2,1,5.935643939,77.68
Hebbal,3,1255,2,1,5.935679694,77.68
Hebbal,3,1255,2,1,5.935679694,77.68
Hebbal,3,1255,3,2,5.935679694,77.68
Hebbal,3,1255,3,2,5.937759405,77.68
Hebbal,3,1255,3,2,5.937759405,77.68
Hebbal,3,1255,3,2,5.937759405,77.68
Hennur Road,3,1250,2,1,5.938427862,77.88
Govindpura,3,1639,3,1,5.938427862,77.89
Yelahanka,2,1322,2,1,5.938427862,77.9
Panathur,2,1210,2,1,5.939007321,77.93
Kathriguppe,3,1300,3,2,5.939007321,77.99
Kathriguppe,3,1300,3,2,5.939007321,77.99
Kathriguppe,3,1300,3,2,5.939367843,77.99
Kathriguppe,3,1300,3,3,5.939367843,77.99
Yelahanka,2,1326,2,2,5.939367843,78
Hormavu,2,1500,2,1,5.939369689,78
Ngef Layout,3,1415,3,3,5.939369689,78
Hulimavu,3,1650,3,2,5.939369689,78
Mahadevpura,3,1720,3,3,5.939669345,78
Marathahalli,3,1575,3,,5.939669345,78
Kasavanhalli,2,1349,2,2,5.939669345,78
Kudlu Gate,3,1535,3,1,5.940325276,78
Bannerghatta Road,2,1400,2,2,5.940325276,78
Kengeri Satellite Town,3,1635,2,,5.940325276,78
Kasavanhalli,2,1121,2,2,5.942552133,78
Thubarahalli,2,1200,2,2,5.942552133,78
Whitefield,3,1405,2,1,5.942552133,78
Kasavanhalli,2,1200,2,1,5.944492108,78
Bannerghatta Road,3,1550,3,2,5.944492108,78
Hoodi,2,1400,2,1,5.944492108,78
MS Pallya,3,1100,3,1,5.945138988,78
Sarjapur  Road,2,1311,2,1,5.945138988,78
Raja Rajeshwari Nagar,3,1575,2,2,5.945138988,78
Thanisandra,3,1634,3,3,5.945193547,78
Haralur Road,2,1230,2,1,5.945193547,78
Sarjapur,3,1200,3,2,5.945193547,78
Sarjapur  Road,2,1263,2,1,5.946960518,78
Banashankari,2,1330,2,1,5.946960518,78
Yelachenahalli,2,1400,2,3,5.946960518,78
Somasundara Palya,2,1178,2,,5.947064302,78
Banashankari,3,1400,2,1,5.947064302,78
Vidyaranyapura,4,600,3,2,5.947064302,78
Yelahanka,2,1270,2,2,5.94716514,78
Harlur,2,1174,2,1,5.94716514,78
Haralur Road,2,1000,2,1,5.94716514,78
Sarjapur  Road,2,1418,2,2,5.947639943,78
Electronic City,3,1500,2,1,5.947639943,78
Bannerghatta Road,2,1130,2,2,5.947639943,78
Ramamurthy Nagar,2,1200,2,1,5.947990165,78
Kadugodi,2,1314,2,2,5.947990165,78
HRBR Layout,2,1265,2,1,5.947990165,78
Whitefield,2,1355,2,3,5.948015641,78
Hennur Bande,2,1100,2,1,5.948015641,78
Shampura,3,1475,3,3,5.948015641,78
Kalena Agrahara,3,1565,3,2,5.949311844,78
JP Nagar,2,1200,2,3,5.949311844,78
Thanisandra,2,1265,2,1,5.949311844,78
Gollahalli,3,1570,3,2,5.949550209,78
Electronic City,3,1500,2,1,5.949550209,78
Chikka Gowdanapalya.,6,850,6,2,5.949550209,78
Yelahanka,2,1305,2,1,5.949763033,78
Kadugodi,3,1351,2,2,5.949763033,78
Kundalahalli,3,1496,2,3,5.949763033,78
R.T. Nagar,3,1400,2,3,5.949839471,78
Kasavanhalli,2,1375,2,1,5.949839471,78
BTM Layout,3,1540,2,2,5.949839471,78
Electronic City,3,2400,2,,5.951022992,78
Panathur,2,1210,2,1,5.951022992,78
Whitefield,2,1300,2,2,5.951022992,78
Bannerghatta Road,2,1115,2,2,5.952215218,78
Naidu Layout,3,1485,3,2,5.952215218,78
Harlur,2,1197,2,1,5.952215218,78
Nallurhalli,3,1237,3,2,5.952556523,78
Yelahanka,2,1076,2,1,5.952556523,78
Harlur,2,1174,2,1,5.952556523,78
tc.palya,3,1400,2,1,5.952779001,78
Electronic City,5,717,5,1,5.952779001,78
2nd Phase JP Nagar,2,1040,2,2,5.952779001,78
Mahadevpura,3,1505,3,2,5.952826666,78
Haralur Road,2,1285,2,1,5.952826666,78
Kanakpura Road,3,1665,3,2,5.952826666,78
Frazer Town,2,1200,2,1,5.953310167,78
Hennur Road,3,1100,2,1,5.953310167,78
Sarjapur  Road,2,1242,2,1,5.953310167,78
Kanakpura Road,2,1430,2,2,5.953714976,78
Kaikondrahalli,2,1250,2,1,5.953714976,78
Old Airport Road,2,1184,2,1,5.953714976,78
Kaval Byrasandra,2,935,2,0,5.953993576,78
Bannerghatta Road,2,1200,2,2,5.953993576,78
Maruthi nagar kogilu,2,1200,3,0,5.953993576,78
CV Raman Nagar,3,1400,2,2,5.954419415,78
Kumaraswami Layout,1,850,1,1,5.954419415,78
Bannerghatta Road,3,1450,2,2,5.954419415,78
Choodasandra,3,1560,3,2,5.954461825,78
Kadubeesanahalli,2,1140,2,1,5.954461825,78
CV Raman Nagar,3,1400,2,2,5.954461825,78
Hennur Road,3,1735,3,3,5.954475954,78
Kalena Agrahara,3,1510,3,2,5.954475954,78
Dodda Banaswadi,3,1650,3,2,5.954475954,78
Nagarbhavi,4,600,4,1,5.954803266,78
Srinagar,6,625,3,3,5.954803266,78
Yelahanka,2,1267,3,1,5.954803266,78
Sarjapur  Road,3,1565,3,2,5.954845799,78
Whitefield,2,1495,2,1,5.954845799,78
Nagappa Reddy Layout,3,1500,2,3,5.954845799,78
Yelahanka,2,1360,2,1,5.955041901,78.19
Whitefield,2,1173,2,1,5.955041901,78.2
Whitefield,2,1173,2,1,5.955041901,78.2
Electronic City,3,1500,2,1,5.95530362,78.25
Electronics City Phase 1,3,1475,3,2,5.95530362,78.29
Kathriguppe,3,1350,3,3,5.95530362,78.3
Srinivasa Nagar,3,1180,2,2,5.956133356,78.34
Bhoganhalli,3,1458,3,1,5.956133356,78.45
Balagere,2,1205,2,1,5.956133356,78.5
Whitefield,2,1295,2,3,5.956718133,78.5
Kanakpura Road,3,1610,3,3,5.956718133,78.5
Dasarahalli,2,1333,2,1,5.956718133,78.56
Whitefield,3,1500,3,1,5.958735587,78.57
Nagaraja Garden,3,1430,3,1,5.958735587,78.65
Nagaraja Garden,3,1430,2,1,5.958735587,78.65
Bhoganhalli,2,896.9,2,1,5.959288964,78.74
Electronics City Phase 1,3,1490,3,1,5.959288964,78.8
T.C PALYA,2,1200,2,0,5.959288964,79
"Hoodi Circle, ",3,1629,3,2,5.95937925,79
Balagere,3,1590,3,2,5.95937925,79
Thanisandra,3,1265,2,1,5.95937925,79
B Channasandra,2,1300,2,1,5.959681799,79
Whitefield,2,1216,2,1,5.959681799,79
Yelahanka,2,1304,2,1,5.959681799,79
Bellandur,2,1350,2,1,5.959944594,79
Ambalipura,2,1332,2,1,5.959944594,79
Subramanyapura,3,1255,2,2,5.959944594,79
Mallathahalli,2,1200,2,0,5.960139167,79
Haralur Road,2,1300,2,2,5.960139167,79
Whitefield,3,1545,3,2,5.960139167,79
Harlur,2,1197,2,1,5.960819538,79
Whitefield,3,1738,2,3,5.960819538,79
Nagarbhavi,3,1515,2,1,5.960819538,79
Panathur,2,1255,2,2,5.960923959,79
Harlur,2,1197,2,1,5.960923959,79
3rd Phase JP Nagar,3,1550,2,2,5.960923959,79
Electronic City,2,1363,2,1,5.962876976,79
BTM Layout,3,1458,3,2,5.962876976,79
Thubarahalli,2,1200,2,2,5.962876976,79
Hoodi,3,1490,3,2,5.964358336,79
Jakkur,2,1230,2,1,5.964358336,79
"TR Mill Road, Chamarajpet",2,1175,2,2,5.964358336,79
Jakkur,2,1202,2,1,5.964918211,79
Varthur,3,1395,2,3,5.964918211,79
Kudlu,3,1600,3,3,5.964918211,79
Amruthahalli,2,1250,2,2,5.965785165,79
Tumkur Road,3,1240,2,1,5.965785165,79
9th Phase JP Nagar,3,600,3,2,5.965785165,79
Chandapura,5,1200,3,1,5.966407438,79
Electronics City Phase 1,3,1450,3,2,5.966407438,79
Banjara Layout,3,900,3,1,5.966407438,79
Kaggadasapura,2,1361,2,2,5.966762687,79
Kasavanhalli,3,1600,3,3,5.966762687,79
Hennur Road,3,1450,3,2,5.966762687,79
Balagere,2,1205,2,1,5.967035895,79
Vajarahalli,3,1432,3,2,5.967035895,79
Dodda Nekkundi,3,1585,2,2,5.967035895,79
Devanahalli,3,1498,3,3,5.967157157,79.15
Vijayanagar,3,1484,3,2,5.967157157,79.19
Whitefield,2,1132,2,1,5.967157157,79.28
Bannerghatta Road,3,1365 - 1700,3,0,5.968185411,79.465
Whitefield,2,1495,2,1,5.968185411,79.5
Kasavanhalli,3,1646,3,2,5.968185411,79.5
Whitefield,2,1495,2,2,5.969126805,79.5
Whitefield,2,1320,2,3,5.969126805,79.5
Nagappa Reddy Layout,3,1820,3,2,5.969126805,79.5
Kudlu Gate,2,1183,2,1,5.96980058,79.54
Kudlu Gate,2,1183,2,1,5.96980058,79.54
Thubarahalli,2,1200,2,2,5.96980058,79.55
Hosakerehalli,3,1596,3,3,5.969854495,79.8
Bhoganhalli,2,1277,2,1,5.969854495,79.89
Kanakpura Road,2,1207,2,2,5.969854495,79.9
Sarjapur  Road,3,1700,3,1,5.969905376,79.9
Harlur,2,1197,2,1,5.969905376,79.9
Kenchenhalli,3,1786,3,2,5.969905376,79.99
Thanisandra,2,1296,2,3,5.970952518,80
Pattandur Agrahara,3,1550,2,3,5.970952518,80
Kashi Nagar,4,1600,4,1,5.970952518,80
Herohalli,2,1800,1,1,5.972172601,80
3rd Block Hrbr Layout,2,1056,2,1,5.972172601,80
Marathahalli,2,1230,2,2,5.972172601,80
6th Phase JP Nagar,2,1180,2,3,5.973219004,80
4 Bedroom Farm House in Bagalur,4,10961,4,1,5.973219004,80
Vishwanatha Nagenahalli,5,900,3,2,5.973219004,80
Varthur,2,1385,2,3,5.973472603,80
Basavanagara,3,2400,2,0,5.973472603,80
Hosa Road,3,1639,3,1,5.973472603,80
Devarabisanahalli,2,1350,2,3,5.974145956,80
Hoodi,2,1425,2,2,5.974145956,80
Yelahanka,2,1234,2,2,5.974145956,80
Kasturi Nagar,3,1570,3,3,5.975373486,80
Kaikondrahalli,2,1039,2,2,5.975373486,80
Vibuthipura,4,2150,4,1,5.975373486,80
Coconut Garden,3,1800,3,3,5.975926802,80
Devanahalli Int. Airport,2,1380,2,1,5.975926802,80
AMS Layout,3,1650,2,2,5.975926802,80
Kasturi Nagar,2,1080,2,2,5.976152431,80
Daadys Gaarden Layout,3,1600,3,0,5.976152431,80
Chikkabanavar,3,1600,2,0,5.976152431,80
Chowdeshwari Layout,3,1250,2,1,5.976269916,80
Lingarajapuram,2,1350,2,1,5.976269916,80
Jalahalli East,3,800,2,1,5.976269916,80
Jalahalli,2,1400,1,1,5.976464799,80
Ambalipura,2,1150,2,2,5.976464799,80
Doddaballapur,4,1690,3,2,5.976464799,80
Kamakshipalya,4,800,4,1,5.976506593,80
Ramamurthy Nagar,2,1200,2,0,5.976506593,80
Sunkadakatte,3,1200,2,0,5.976506593,80
1st Block HRBR Layout,3,2300,3,,5.97725042,80
Banashankari,2,1310,2,2,5.97725042,80
HMT Layout,3,1700,3,,5.97725042,80
Nagarbhavi,3,600,2,1,5.977382503,80
Nallurhalli,3,1520,3,3,5.977382503,80
Malleshwaram,2,1124,3,2,5.977382503,80
Akshaya Nagar,3,1410,2,2,5.978157617,80
Kadugodi,3,950,3,1,5.978157617,80
Hulimavu,2,1375,2,2,5.978157617,80
BTM 2nd Stage,2,1200,2,2,5.978276738,80
OMBR Layout,2,1300,2,2,5.978276738,80
Sunkadakatte,9,1500,6,1,5.978276738,80
Bommasandra,3,1447,3,2,5.978817557,80
8th Phase JP Nagar,3,1800,3,1,5.978817557,80
Kasturi Nagar,3,1500,2,3,5.978817557,80
Brookefield,2,1139,2,2,5.979565704,80
Kamala Nagar,2,1000,2,1,5.979565704,80
Kasavanhalli,3,1915,3,3,5.979565704,80
Haralur Road,3,1444,2,1,5.980047679,80
Tejaswini Nagar,3,1390,2,2,5.980047679,80
Margondanahalli,3,1625,3,0,5.980047679,80
Pai Layout,2,1255,2,1,5.980419348,80
Gottigere,3,1304,3,3,5.980419348,80
Indranagar  100ft road defence colony,5,5800,5,,5.980419348,80
Jakkur,2,1290,2,1,5.980521388,80
Sunkadakatte,4,2000,5,0,5.980521388,80
Dodsworth Layout,2,1400,2,2,5.980521388,80
Chikkalasandra,3,1428,2,1,5.981192808,80
Yelahanka New Town,3,1541,3,3,5.981192808,80
Kanakpura Road,2,1290,2,3,5.981192808,80
Nagavarapalya,3,1300,3,1,5.981267363,80
Bannerghatta Road,2,1220,2,1,5.981267363,80
Whitefield,2,1400,2,1,5.981267363,80
Akshaya Nagar,3,1700,3,1,5.981717244,80
BTM 2nd Stage,2,1280,2,2,5.981717244,80
Kundalahalli,3,1800,3,3,5.981717244,80
Doddakannelli,3,1477,2,2,5.981856487,80
Sampangi Rama Nagar,2,1030,2,2,5.981856487,80
Banashankari,2,1290,2,2,5.981856487,80
Yelahanka New Town,2,680,1,1,5.982990281,80
Whitefield,4,1230,4,2,5.982990281,80
Madiwala,3,800,2,2,5.982990281,80
Thubarahalli,2,1216,2,1,5.983204491,80
Jakkur,3,1622,2,0,5.983204491,80
Gandhi Nagar,5,1050,4,1,5.983204491,80
AMS Layout,3,1200,4,2,5.985678673,80
Brookefield,3,1410,2,0,5.985678673,80
Sultan Palaya,3,1765,3,3,5.985678673,80
Electronic City Phase II,3,1549,3,2,5.985697151,80
Yeshwanthpur,2,1240,2,2,5.985697151,80
Basaveshwara Nagar,2,1200,2,2,5.985697151,80
Thubarahalli,2,1200,2,2,5.985709726,80
Yelahanka,2,1322,2,2,5.985709726,80
9th Phase JP Nagar,2,1480,2,1,5.985709726,80
Kengeri,3,1741,3,2,5.986102882,80
Panathur,2,1210,2,1,5.986102882,80
Electronic City,3,1631,3,2,5.986102882,80
Nrupathunga Nagar,7,1200,5,0,5.986603379,80
Gunjur,3,2132,3,3,5.986603379,80
Kammanahalli,2,1200,2,2,5.986603379,80
Kudlu Gate,3,1656,3,2,5.988531573,80
EPIP Zone,3,1709,3,1,5.988531573,80
Yelahanka New Town,3,1599,3,2,5.988531573,80
Kempapura,3,1570,3,2,5.988783205,80
Nagarbhavi,2,1050,2,1,5.988783205,80
Whitefield,3,1808,4,0,5.988783205,80
Mysore Road,2,947.55,2,1,5.989045632,80
Old Madras Road,2,1210,2,1,5.989045632,80
KR Puram,4,960,4,2,5.989045632,80
Chikkabanavar,4,2460,7,2,5.989460466,80
Naganathapura,2,2260,3,1,5.989460466,80
Hennur Road,3,1585,2,3,5.989460466,80
Banaswadi,2,1222,2,2,5.990390366,80
Mico Layout,2,800,2,1,5.990390366,80
Devi Nagar,2,600,2,1,5.990390366,80
Gubbalala,3,1435,2,2,5.990447952,80
Sector 2 HSR Layout,3,1512,3,,5.990447952,80
Pattandur Agrahara,3,1550,2,3,5.990447952,80
Rajiv Nagar,2,1309,2,1,5.990648916,80
Nagasandra,4,600,4,2,5.990648916,80
Horamavu Agara,5,2400,3,3,5.990648916,80
6th Phase JP Nagar,2,1460,2,,5.9914286,80
9th Phase JP Nagar,2,1200,2,0,5.9914286,80
Yelahanka New Town,3,1400,2,2,5.9914286,80
Kadubeesanahalli,3,1365,3,1,5.992305307,80
Gubbalala,2,1475,2,2,5.992305307,80
Kudlu,3,1293,2,2,5.992305307,80
Jakkur,2,1424,2,3,5.99290704,80
SARJAPUR BAGALUR ROAD,4,10961,4,1,5.99290704,80
Mahalakshmi Layout,2,1105,2,1,5.99290704,80
7th Phase JP Nagar,2,1270,2,1,5.993314344,80
Old Madras Road,2,1210,2,1,5.993314344,80
Whitefield,2,1216,2,1,5.993314344,80
Ambalipura,2,1303,2,2,5.993336048,80
TC Palaya,2,1800,2,2,5.993336048,80
LB Shastri Nagar,3,1400,2,2,5.993336048,80
7th Phase JP Nagar,6,650,6,2,5.994030336,80
Talaghattapura,3,1575,3,2,5.994030336,80
Vajarahalli,3,1475,3,1,5.994030336,80
Banashankari,3,1540,3,3,5.994062799,80
Amblipura,3,1300,2,1,5.994062799,80
Banashankari 6th Stage,2,1330,2,2,5.994062799,80
Seegehalli,3,1683,3,3,5.99444191,80
Jakkur,2,1300,2,2,5.99444191,80
Bannerghatta Road,3,1460,2,2,5.99444191,80
Thyagaraja Nagar,5,570,5,0,5.994479121,80
Rajiv Gandhi Nagar,2,1293,2,2,5.994479121,80
Kothanur,8,1050,5,0,5.994479121,80
Subramanyapura,3,1260,2,1,5.994728233,80
Panathur,2,1230,2,1,5.994728233,80
Domlur,2,1276,2,2,5.994728233,80
kg halli jalhalli west,3,980,3,1,5.995934485,80
9th Phase JP Nagar,4,1900,4,2,5.995934485,80
Pampa Extension,2,1178,2,1,5.995934485,80
Malleshwaram,2,1020,2,1,5.996661954,80
Mylasandra,1,500,2,0,5.996661954,80
Basavangudi,2,1230,2,0,5.996661954,80
Brookefield,3,1518,3,3,5.997008831,80
Green Glen Layout,3,1740,3,3,5.997008831,80
Vishwapriya Nagar,3,1200,3,1,5.997008831,80
BTM 1st Stage,6,600,6,2,5.997033358,80
Hennur,3,1150,3,2,5.997033358,80
Lakshminarayana Pura,2,1200,2,2,5.997033358,80
8th Phase JP Nagar,2,1510,2,3,5.997595566,80
Rajiv Gandhi Nagar,2,1293,2,2,5.997595566,80
arudi,3,6Acres,2,0,5.997595566,80
Kasavanhalli,2,1245,2,2,5.997742589,80
Thanisandra,3,1261,2,1,5.997742589,80
Yelahanka New Town,2,600,2,2,5.997742589,80
Shankarapuram,2,823,2,1,5.997765218,80
Reliaable Tranquil Layout,3,1507,3,1,5.997765218,80
Marathahalli,2,1270,2,2,5.997765218,80
Subramanyapura,3,1800,3,,5.998331335,80
Hennur Road,2,1232,2,1,5.998331335,80
Sahakara Nagar,2,1201,2,3,5.998331335,80
Kasavanhalli,2,1377,2,2,5.999791526,80
Bannerghatta Road,3,1660,3,3,5.999791526,80
Bannerghatta Road,3,1520,2,3,5.999791526,80
Udaya Nagar,5,1000,4,3,6.000235846,80
Jalahalli East,4,1200,4,1,6.000235846,80
Lakshminarayana Pura,2,1200,2,1,6.000235846,80
Kadugodi,2,1314,2,3,6.001140259,80
Kodigehaali,3,1442,3,2,6.001140259,80
Hennur Road,2,1450,2,2,6.001140259,80
Kothanur,3,1170,3,2,6.001228893,80
Yelahanka,2,1234,2,2,6.001228893,80
Kammanahalli,2,1200,3,2,6.001228893,80
8th Phase JP Nagar,3,1408,3,2,6.001426337,80
Sarjapur  Road,2,1367,2,0,6.001426337,80
Sanjay nagar,2,1180,2,3,6.001426337,80
Ambalipura,2,1198,2,2,6.001641691,80
Sultan Palaya,4,2200,3,3,6.001641691,80
Yelahanka,3,1465,3,2,6.001641691,80.01
Jakkur,2,1290,2,1,6.00205394,80.04
Thanisandra,3,2293,3,2,6.00205394,80.26
Chikka Tirupathi,3,1808,4,2,6.00205394,80.27
Hennur Road,2,1460,2,1,6.002190879,80.3
Banashankari,2,1310,2,2,6.002190879,80.43
Sonnenahalli,3,1610,3,2,6.002190879,80.48
Horamavu Banaswadi,2,1460,2,1,6.002618021,80.5
Coconut Grove Layout,3,1515,3,3,6.002618021,80.5
Hegde Nagar,3,1348,2,2,6.002618021,80.5
Hoodi,3,1644,3,3,6.002899808,80.51
Yelahanka,3,1400,2,2,6.002899808,80.54
Begur Road,2,1358,2,1,6.002899808,80.58
Sarjapur,4,1925 - 2680,,,6.004825721,80.59
Hosur Road,3,1427,2,1,6.004825721,80.63
Bhoganhalli,2,910.2,2,1,6.004825721,80.64
Yelahanka,3,1721,3,3,6.004892786,80.86
Balagere,2,1210,2,1,6.004892786,80.9
Electronics City Phase 1,3,1515,2,1,6.004892786,80.91
Kathriguppe,3,1350,2,2,6.006171337,80.99
Kathriguppe,3,1350,2,1,6.006171337,80.99
Kathriguppe,3,1350,3,2,6.006171337,80.99
Kathriguppe,3,1350,3,2,6.00708895,80.99
Whitefield,3,1610,3,2,6.00708895,81
Murugeshpalya,2,1296,2,,6.00708895,81
Kothannur,4,600,4,1,6.009215325,81
Balagere,2,1205.47,2,1,6.009215325,81
Badavala Nagar,2,1274,2,1,6.009215325,81
Marathahalli,2,1358,2,1,6.010153598,81
BTM Layout,3,1450,2,2,6.010153598,81
Badavala Nagar,2,1274,2,1,6.010153598,81
Jnana Ganga Nagar,3,600,4,1,6.010367683,81
Tindlu,3,720,3,1,6.010367683,81
Rajaji Nagar,3,1210,2,2,6.010367683,81
Kammanahalli,2,1200,1,1,6.011529119,81
Naidu Layout,3,1350,3,2,6.011529119,81
Abbigere,6,2500,6,0,6.011529119,81
Raja Rajeshwari Nagara,3,1537,3,2,6.011564179,81
Bannerghatta Road,3,1520,2,3,6.011564179,81
Kodihalli,3,1400,3,,6.011564179,81
Green Glen Layout,3,1750,3,2,6.012357693,81
Nehru Nagar,3,1674,3,,6.012357693,81
Lingadheeranahalli,3,1768,3,3,6.012357693,81.31
Kaikondrahalli,2,1253,2,2,6.013383633,81.5
Hoodi,3,1559,3,1,6.013383633,81.55
Kanakpura Road,3,1699,3,3,6.013383633,81.94
Hosa Road,3,1726,3,2,6.013689621,81.99
